applicant_id,business_type,years_in_operation,annual_revenue,monthly_cashflow,loan_amount_requested,credit_score,existing_loans,debt_to_income_ratio,collateral_value,repayment_history,default_flag
APP_03910,Manufacturing,27,40360740,598666,26888664,509,2,0.81,26829636,Good,1
APP_03911,Trading,20,5351641,57726,2882813,659,3,0.66,1464042,Good,0
APP_03912,Retail,10,23542163,209873,11990694,624,0,0.37,15139139,Average,0
APP_03913,Tech,4,12241272,115574,9324542,693,4,0.23,12906755,Poor,0
APP_03914,Trading,13,47928352,503768,33522627,753,1,0.55,44921768,Poor,1
APP_03915,Services,23,17902486,172080,8207005,720,2,0.75,8737825,Average,0
APP_03916,Manufacturing,9,19809479,241926,14740524,743,2,0.19,8308621,Good,0
APP_03917,Tech,24,13962439,187923,8383406,644,1,0.37,7178642,Poor,0
APP_03918,Services,21,26893602,447831,19399573,667,4,0.34,28186746,Average,0
APP_03919,Retail,16,32951308,440092,20627292,534,2,0.88,23012101,Good,1
APP_03920,Tech,20,8702905,109656,3615986,692,4,0.5,4750321,Good,0
APP_03921,Trading,22,32450124,296235,9967467,806,4,0.44,12675851,Good,0
APP_03922,Manufacturing,7,9729656,95538,4608857,595,3,0.82,2538338,Good,0
APP_03923,Tech,11,12632630,154633,8007117,598,2,0.46,7302257,Good,0
APP_03924,Manufacturing,14,15225164,173052,5287130,745,3,0.33,2717255,Good,0
APP_03925,Trading,28,41643566,579324,30987176,765,3,0.66,27904284,Good,1
APP_03926,Retail,4,35929282,393635,24435989,618,0,0.61,22958629,Good,1
APP_03927,Retail,6,43854533,592533,25940795,626,4,0.81,23627431,Good,0
APP_03928,Retail,4,37566316,406174,28707052,532,4,0.47,38703020,Good,1
APP_03929,Tech,2,25754442,259226,18022891,493,3,0.33,19036152,Good,0
APP_03930,Services,2,27726252,252147,8745840,637,2,0.25,9251813,Poor,0
APP_03931,Manufacturing,18,25335829,316456,9924884,476,1,0.81,9218970,Average,1
APP_03932,Tech,27,45198153,637149,34619279,652,4,0.21,44974480,Good,0
APP_03933,Trading,6,4200611,64077,2136793,732,0,0.77,1492258,Good,0
APP_03934,Retail,9,44084938,438576,14901035,543,4,0.41,13665186,Good,0
APP_03935,Services,15,38295540,624782,13910644,742,2,0.59,15256702,Average,0
APP_03936,Retail,13,21699083,295076,11106315,545,4,0.48,16232648,Average,0
APP_03937,Services,25,46418697,771931,28387928,634,3,0.56,17114104,Good,0
APP_03938,Services,11,35928792,472258,8465735,582,0,0.89,7426591,Good,0
APP_03939,Services,29,31667893,462733,11864099,697,4,0.24,6539168,Average,0
APP_03940,Trading,28,16791950,146900,11669365,753,2,0.15,11003456,Average,0
APP_03941,Retail,15,21335233,330359,6337470,591,3,0.18,7239733,Good,0
APP_03942,Tech,20,46839140,777042,29569026,801,3,0.53,36887833,Good,0
APP_03943,Services,17,22504718,197937,8518214,607,0,0.88,8499907,Good,0
APP_03944,Services,3,9647626,98077,4224865,614,3,0.25,3353586,Good,0
APP_03945,Manufacturing,26,32237747,310203,13462781,610,2,0.57,14422878,Good,0
APP_03946,Tech,24,28010383,288579,17138953,783,2,0.5,23924595,Good,0
APP_03947,Retail,1,32689960,442748,24506739,482,4,0.34,15362820,Good,1
APP_03948,Manufacturing,16,33832558,373771,7382222,679,2,0.77,7668839,Good,0
APP_03949,Trading,26,15523600,227213,6710827,749,0,0.23,6536363,Good,0
APP_03950,Tech,4,12072664,166640,7844147,900,0,0.64,8745306,Good,0
APP_03951,Retail,14,3593888,52004,2093408,755,3,0.27,2263799,Average,0
APP_03952,Trading,21,2263964,33852,1541391,507,4,0.2,1788628,Good,0
APP_03953,Tech,24,5123386,68385,3152564,706,2,0.64,3007901,Good,0
APP_03954,Retail,23,36369354,605344,21752173,900,4,0.89,16353983,Average,0
APP_03955,Manufacturing,14,37523034,614194,13720373,608,2,0.21,10110311,Poor,0
APP_03956,Trading,17,24846647,339472,10682881,812,0,0.78,7103924,Good,0
APP_03957,Trading,2,20379162,325574,6888381,564,0,0.42,6541930,Average,0
APP_03958,Manufacturing,7,24225569,310537,15248087,600,3,0.2,12264715,Average,0
APP_03959,Trading,23,13895164,190294,7348147,666,2,0.24,7467824,Good,0
APP_03960,Tech,26,19998659,332713,8416285,530,0,0.15,11920634,Good,0
APP_03961,Retail,23,31125125,403732,8195078,773,0,0.75,5482246,Average,0
APP_03962,Tech,22,15004125,172703,11348401,543,3,0.2,8594484,Good,0
APP_03963,Services,17,44011884,532095,30616138,696,3,0.51,36945960,Good,0
APP_03964,Trading,13,29938275,447658,14853747,674,4,0.44,10822277,Poor,0
APP_03965,Services,3,15230876,145807,7014519,549,2,0.49,8134092,Good,0
APP_03966,Trading,9,6120896,99557,4410258,609,3,0.58,6296382,Average,0
APP_03967,Retail,24,24406322,399648,5335643,611,3,0.53,5627764,Average,0
APP_03968,Trading,20,5977482,79925,3180562,638,3,0.61,3861754,Good,0
APP_03969,Trading,17,5524043,55980,1313943,641,1,0.64,1001798,Good,0
APP_03970,Services,2,41385995,456357,20393575,583,0,0.76,20289728,Average,0
APP_03971,Services,3,45955805,436730,18913846,660,1,0.57,20966622,Good,0
APP_03972,Tech,29,48839550,795818,19542132,592,3,0.2,11626146,Good,0
APP_03973,Trading,14,23291570,374753,8967345,686,0,0.15,9164064,Good,0
APP_03974,Retail,6,19448864,230401,9843497,527,3,0.15,5907570,Poor,1
APP_03975,Trading,8,39292090,648354,30802808,586,4,0.35,27300813,Good,0
APP_03976,Trading,8,37999699,363466,24633853,683,0,0.16,31778957,Good,0
APP_03977,Manufacturing,24,23554019,234121,5451909,771,0,0.59,5621898,Good,0
APP_03978,Manufacturing,29,49820545,591816,22104250,832,2,0.1,26060788,Good,0
APP_03979,Manufacturing,25,21767405,242026,9465579,838,3,0.67,6199186,Good,0
APP_03980,Retail,29,547972,8885,401077,581,2,0.68,419662,Good,0
APP_03981,Retail,22,43697663,465757,28042659,665,4,0.84,24094719,Poor,1
APP_03982,Manufacturing,16,20332799,319783,11137853,800,3,0.17,16187597,Average,0
APP_03983,Tech,1,45444078,605172,32229026,657,1,0.88,24978224,Average,1
APP_03984,Trading,11,46188619,387598,32821296,316,3,0.75,18386988,Good,1
APP_03985,Services,29,45725023,726618,36541611,782,3,0.22,37209605,Poor,1
APP_03986,Services,22,48370589,644690,26756388,654,2,0.28,32912725,Average,0
APP_03987,Tech,6,11647981,116742,8713266,581,3,0.21,5497918,Poor,1
APP_03988,Services,13,1031180,9485,740203,782,1,0.11,778114,Good,0
APP_03989,Services,18,5185192,83887,2288427,694,3,0.35,3177007,Poor,0
APP_03990,Retail,5,46029388,506353,17021913,597,4,0.22,19053885,Good,0
APP_03991,Services,25,39115782,529973,9726874,728,0,0.54,7736323,Good,0
APP_03992,Manufacturing,24,47660341,568677,10240429,725,1,0.46,14352103,Poor,0
APP_03993,Manufacturing,22,3465548,55339,2107126,706,0,0.64,1344021,Good,0
APP_03994,Tech,24,24420085,236840,14753248,598,1,0.9,11175632,Good,0
APP_03995,Retail,15,8385990,82357,4682569,597,1,0.46,3744982,Good,0
APP_03996,Retail,4,3697245,52204,1636003,660,3,0.77,1338910,Poor,1
APP_03997,Services,21,4184480,68537,2979920,669,0,0.18,3778768,Good,0
APP_03998,Tech,13,2712444,24128,1369320,694,4,0.88,1880353,Good,0
APP_03999,Trading,24,8892348,82325,4987398,495,0,0.22,6376134,Good,1
APP_04000,Trading,7,24545646,262817,5625327,536,2,0.13,4069079,Good,0
APP_04001,Services,4,49264887,421799,37387183,463,1,0.26,47607264,Good,1
APP_04002,Trading,10,27184918,364253,15522134,538,0,0.71,15040751,Good,1
APP_04003,Trading,20,38051315,327370,7984764,580,3,0.12,7233313,Average,0
APP_04004,Tech,19,33929717,392420,14135002,652,2,0.58,10602208,Good,0
APP_04005,Manufacturing,7,2861962,30818,1258722,557,0,0.57,1568169,Good,0
APP_04006,Services,3,11080133,132279,2226602,629,4,0.69,1762389,Good,0
APP_04007,Manufacturing,5,26321738,393728,20271553,759,4,0.62,16915473,Good,0
APP_04008,Services,26,18874546,179210,7066718,497,0,0.77,10596038,Good,1
APP_04009,Manufacturing,7,10304711,119844,6489604,812,2,0.65,5533925,Average,1
APP_04010,Tech,10,37017513,554340,12083064,709,4,0.67,13730804,Good,0
APP_04011,Services,3,11448502,149954,5362549,779,2,0.74,3965202,Good,0
APP_04012,Manufacturing,10,14663260,205161,8307245,495,4,0.81,9271150,Good,0
APP_04013,Manufacturing,21,35789226,579493,16501540,501,2,0.7,16369800,Average,1
APP_04014,Tech,9,11314452,151503,6421626,728,4,0.47,5303490,Poor,0
APP_04015,Tech,12,44362362,539764,28958294,639,2,0.72,17093618,Average,0
APP_04016,Services,17,9899892,85402,4264562,802,1,0.84,5921197,Good,0
APP_04017,Tech,6,14888230,212594,6537674,895,4,0.85,8464077,Average,0
APP_04018,Manufacturing,22,34508683,510187,10944818,606,4,0.79,9352002,Good,0
APP_04019,Services,22,39205913,625295,28177212,463,3,0.23,24581358,Good,0
APP_04020,Retail,26,22338942,309363,13292206,678,0,0.43,10755832,Good,0
APP_04021,Retail,25,23634163,386126,16385999,638,0,0.67,16671755,Good,0
APP_04022,Tech,1,6832052,94805,3945124,454,0,0.85,3507839,Average,1
APP_04023,Retail,13,4989533,80109,3089533,581,1,0.78,3284411,Good,0
APP_04024,Retail,7,24004171,334135,18876931,771,3,0.37,14278203,Good,0
APP_04025,Tech,25,2327982,34684,1642029,625,0,0.57,2041059,Average,0
APP_04026,Trading,23,22687403,255815,15478576,494,3,0.5,20163021,Poor,1
APP_04027,Manufacturing,17,9236428,139932,6535884,511,4,0.51,9451373,Good,0
APP_04028,Services,25,20550080,336972,9395302,598,3,0.39,13504942,Good,0
APP_04029,Services,18,33855299,318883,14152539,621,1,0.59,11256531,Good,0
APP_04030,Manufacturing,20,25099397,210069,5419824,656,2,0.26,5966481,Good,0
APP_04031,Trading,20,45559786,524364,12630562,635,0,0.32,8730122,Good,0
APP_04032,Manufacturing,6,43501775,634142,21610116,502,4,0.71,20502279,Good,1
APP_04033,Trading,3,28637577,271533,15051799,593,2,0.52,17241194,Good,0
APP_04034,Tech,3,6976425,86763,4884737,674,0,0.22,6024260,Good,0
APP_04035,Retail,16,23378204,346729,16014483,686,2,0.82,10258680,Good,0
APP_04036,Trading,17,893547,12343,688941,520,2,0.86,893471,Good,1
APP_04037,Services,8,35014628,460964,17376624,658,0,0.74,10600626,Average,0
APP_04038,Trading,16,9187072,146548,1938938,486,4,0.31,1739959,Good,0
APP_04039,Trading,4,3129747,26909,1251242,726,2,0.63,1243761,Average,0
APP_04040,Trading,23,13447753,216925,10126662,775,2,0.77,14719031,Good,0
APP_04041,Retail,3,5121313,66395,1367793,698,0,0.73,1895299,Good,0
APP_04042,Manufacturing,24,2692305,35200,1956717,610,0,0.1,1152428,Good,0
APP_04043,Trading,29,33521615,335357,22596535,465,1,0.65,33078898,Average,1
APP_04044,Retail,5,39863829,456277,17143652,755,2,0.44,22965307,Good,0
APP_04045,Trading,18,21755281,224841,16040851,501,4,0.71,23440951,Good,1
APP_04046,Retail,5,17345441,201378,10974011,570,2,0.5,15851912,Good,0
APP_04047,Trading,7,20998038,215619,4952399,832,1,0.11,5964009,Good,0
APP_04048,Services,21,46947407,544596,29539394,667,4,0.57,41167734,Good,0
APP_04049,Trading,26,38930724,423639,22001444,715,0,0.5,22860861,Average,0
APP_04050,Trading,26,43993577,640461,28273419,638,3,0.18,39545293,Poor,0
APP_04051,Retail,19,13270367,204364,10054889,671,3,0.6,8764558,Average,0
APP_04052,Services,2,24866994,246256,12994016,637,1,0.69,10422163,Average,1
APP_04053,Retail,1,18674905,269861,4037949,555,1,0.64,3874028,Good,0
APP_04054,Trading,22,44431501,716077,34368312,514,4,0.66,19643993,Average,1
APP_04055,Trading,6,4722597,69385,3528370,573,2,0.3,5060730,Good,0
APP_04056,Manufacturing,5,41727587,636723,13188112,723,3,0.57,9688031,Good,0
APP_04057,Trading,12,42136432,522314,13212281,584,4,0.66,18332553,Average,0
APP_04058,Services,15,41093665,572369,26893604,685,3,0.56,33047255,Average,0
APP_04059,Retail,9,44502671,426029,12147498,718,1,0.22,17184076,Good,0
APP_04060,Trading,19,24203774,271894,8005143,750,0,0.86,6627227,Average,0
APP_04061,Manufacturing,19,12629578,186401,6034787,640,3,0.74,4588182,Good,0
APP_04062,Services,20,29689974,468095,9745813,800,3,0.58,7048312,Good,0
APP_04063,Services,2,5453675,66159,1563336,643,0,0.51,1315201,Average,0
APP_04064,Tech,15,11332660,133714,3699502,521,0,0.39,3132514,Good,0
APP_04065,Trading,3,14757459,220523,8754091,713,4,0.35,7658438,Average,0
APP_04066,Trading,14,6682165,81992,2338748,626,1,0.21,2087359,Good,0
APP_04067,Manufacturing,21,48024543,528433,22926535,620,0,0.48,29254576,Good,0
APP_04068,Trading,26,22636641,358568,9599588,683,3,0.56,8050189,Good,0
APP_04069,Tech,26,21122741,277674,13252300,688,4,0.59,19686106,Good,0
APP_04070,Tech,25,39621554,490542,10210356,744,4,0.47,11319466,Poor,0
APP_04071,Services,14,25351848,309754,15664322,776,1,0.17,22161499,Good,0
APP_04072,Services,27,44718263,380841,33276977,643,2,0.57,28226079,Poor,1
APP_04073,Tech,14,2000895,31869,1381683,775,3,0.58,1591275,Good,0
APP_04074,Tech,8,25745155,223399,14591372,763,1,0.69,13982068,Average,1
APP_04075,Services,19,38009373,580177,15043944,783,4,0.3,19018568,Good,0
APP_04076,Retail,23,35111836,387347,28064713,609,0,0.42,20250144,Good,0
APP_04077,Services,26,20921163,192813,16392228,694,1,0.82,17613652,Average,1
APP_04078,Manufacturing,22,17414002,155763,4300296,570,1,0.61,5666805,Average,0
APP_04079,Services,1,18693223,226742,8031099,538,0,0.5,10102882,Average,1
APP_04080,Services,16,36714511,401244,15887132,705,3,0.63,9754274,Good,0
APP_04081,Tech,15,46923257,742911,29181306,686,1,0.49,14821966,Good,0
APP_04082,Trading,13,24632332,297674,10149953,900,0,0.31,7514512,Good,0
APP_04083,Trading,3,35335987,441850,21531864,705,2,0.25,17848930,Good,0
APP_04084,Services,1,46701525,644428,30246501,630,3,0.27,17014410,Good,0
APP_04085,Trading,21,24459866,357019,6174428,533,4,0.71,4550228,Average,1
APP_04086,Trading,25,5117442,45953,3648346,654,4,0.39,2082563,Good,0
APP_04087,Trading,7,37132612,463039,20574705,470,0,0.51,15071917,Average,0
APP_04088,Trading,18,22631366,266870,11668111,675,0,0.46,16623559,Average,0
APP_04089,Manufacturing,5,13594070,156641,3063824,580,1,0.59,3622342,Good,0
APP_04090,Trading,23,4994341,45960,3795009,625,4,0.9,3549791,Good,0
APP_04091,Retail,12,38750423,379247,17453509,573,1,0.72,10882194,Average,0
APP_04092,Services,3,23746950,273217,11171379,685,4,0.81,9201657,Good,0
APP_04093,Tech,4,7585170,71045,5095371,677,4,0.63,3683112,Good,1
APP_04094,Retail,14,11252949,171460,4277989,618,3,0.19,6288350,Good,0
APP_04095,Services,6,14707630,212663,11055162,796,2,0.7,14486666,Poor,1
APP_04096,Trading,23,23519878,220576,14924394,550,3,0.41,10078083,Average,0
APP_04097,Trading,17,5401167,62888,4046669,550,0,0.38,4004318,Good,0
APP_04098,Manufacturing,11,41733290,606713,25994400,687,4,0.47,18700313,Average,0
APP_04099,Tech,11,12654801,109843,9011252,900,0,0.62,11091561,Average,1
APP_04100,Services,28,38154607,609190,8257803,618,0,0.39,5056341,Good,0
APP_04101,Trading,5,24407705,391139,18993854,615,3,0.33,11296470,Good,0
APP_04102,Retail,17,15949236,174950,12729660,670,0,0.28,10430010,Poor,1
APP_04103,Tech,20,17645230,178672,11572379,700,0,0.49,6786968,Average,0
APP_04104,Retail,3,48796998,767835,36448529,661,3,0.12,26349607,Average,0
APP_04105,Services,24,3525070,47329,2150708,560,0,0.83,2082437,Good,0
APP_04106,Manufacturing,23,32911629,339278,24165189,704,2,0.15,13950395,Poor,1
APP_04107,Retail,26,46120209,437271,35175142,705,1,0.3,28275161,Good,0
APP_04108,Services,21,31652130,518862,17397197,748,1,0.51,15945703,Average,0
APP_04109,Tech,22,49947559,500295,39631113,642,1,0.2,51046418,Good,0
APP_04110,Services,10,1149594,14589,279184,693,4,0.82,398663,Good,0
APP_04111,Manufacturing,1,25987512,374555,16011019,708,3,0.19,9293203,Good,0
APP_04112,Tech,16,20230719,317025,9215374,657,2,0.44,7480469,Good,0
APP_04113,Services,11,14958748,141179,4841180,586,1,0.66,6876443,Poor,1
APP_04114,Services,4,23627981,369350,10883954,642,3,0.47,6663100,Poor,0
APP_04115,Manufacturing,14,7660985,80600,4860439,626,4,0.26,5156979,Poor,1
APP_04116,Trading,26,45934172,705221,23967843,668,4,0.53,14944523,Average,0
APP_04117,Manufacturing,5,19269913,210535,6415182,708,1,0.64,7146431,Average,0
APP_04118,Trading,18,12159397,112753,5439182,676,2,0.55,4391586,Average,0
APP_04119,Manufacturing,21,35382938,305202,7097966,645,0,0.17,5758129,Average,0
APP_04120,Retail,7,30985302,419063,11391795,607,0,0.36,15958265,Good,0
APP_04121,Services,4,15678596,258602,9358955,656,4,0.35,9910577,Average,0
APP_04122,Manufacturing,23,43553406,517812,15855799,716,2,0.88,20998045,Average,0
APP_04123,Tech,25,43345639,562387,16857628,540,0,0.89,21730902,Good,1
APP_04124,Manufacturing,1,28718222,431052,21006839,562,1,0.28,31419413,Average,0
APP_04125,Trading,18,40943758,449002,17518838,448,2,0.64,24411091,Good,1
APP_04126,Manufacturing,24,33592721,366336,16105353,474,3,0.71,16444342,Average,1
APP_04127,Manufacturing,22,43679520,546557,24432317,566,0,0.59,28293625,Average,0
APP_04128,Services,23,10559976,132533,4509535,584,0,0.39,6128459,Good,0
APP_04129,Trading,4,44936966,481321,12955016,633,4,0.77,17641115,Good,0
APP_04130,Manufacturing,23,24849378,390800,5579585,623,1,0.65,7079460,Average,0
APP_04131,Services,25,44396064,727767,9513672,474,2,0.88,13320470,Good,1
APP_04132,Manufacturing,15,27598508,363261,13496492,635,2,0.4,16316984,Good,0
APP_04133,Trading,7,45852402,394529,23833340,569,2,0.62,17596611,Good,0
APP_04134,Services,24,34971105,334250,27889352,687,2,0.49,29920091,Average,0
APP_04135,Tech,14,36757489,456801,21423479,452,2,0.57,16032812,Good,0
APP_04136,Manufacturing,3,1634471,14554,703238,547,4,0.69,511373,Good,0
APP_04137,Services,11,26624037,317098,14461951,724,1,0.84,18955439,Good,0
APP_04138,Manufacturing,24,13135332,154517,5459173,687,2,0.11,5856511,Good,0
APP_04139,Manufacturing,11,3630730,37893,2807693,706,1,0.29,3895694,Good,0
APP_04140,Manufacturing,14,36212825,587391,25377036,760,3,0.82,30059236,Good,0
APP_04141,Services,25,46438606,689466,31812024,584,0,0.14,40842461,Good,0
APP_04142,Tech,26,28926736,456962,8195060,605,2,0.69,6807478,Good,0
APP_04143,Services,19,33528366,390034,26674594,508,1,0.27,24050918,Good,0
APP_04144,Trading,12,13349279,127530,3025026,767,1,0.22,4128961,Good,0
APP_04145,Services,19,23769420,275412,7041819,834,2,0.88,5314261,Good,0
APP_04146,Tech,11,17197502,222481,7304991,767,1,0.19,7819711,Poor,0
APP_04147,Services,12,2203749,27159,1708242,574,2,0.46,961605,Good,0
APP_04148,Services,15,29179306,436092,22279578,583,4,0.24,20432865,Good,0
APP_04149,Manufacturing,21,34340605,513947,20608200,636,1,0.14,14450698,Good,0
APP_04150,Services,14,36913789,326174,12911165,608,2,0.25,13495938,Good,0
APP_04151,Tech,17,13867286,155220,4981646,421,0,0.48,2881441,Good,0
APP_04152,Manufacturing,6,16941321,187688,8857073,815,4,0.21,11293288,Good,0
APP_04153,Retail,15,13782236,210165,10348751,547,2,0.86,14039858,Average,1
APP_04154,Tech,22,45782248,427267,31101033,707,0,0.36,39711718,Good,0
APP_04155,Retail,5,45954147,520920,17336467,655,1,0.89,20942876,Good,0
APP_04156,Retail,24,39203107,492500,10598546,770,2,0.48,8440030,Good,0
APP_04157,Tech,12,1590454,20496,461705,579,2,0.83,400560,Good,0
APP_04158,Tech,23,42992691,515879,33031795,556,1,0.69,35161277,Average,1
APP_04159,Manufacturing,2,26023611,235675,20727523,599,1,0.39,13465476,Good,0
APP_04160,Trading,22,7796959,115553,2158160,581,2,0.61,2963833,Good,0
APP_04161,Services,2,44984813,714699,16294230,744,1,0.43,21580540,Average,0
APP_04162,Services,2,26960536,247612,18737874,636,3,0.35,15234683,Good,0
APP_04163,Tech,8,6109377,63694,3069656,580,4,0.53,2118167,Average,0
APP_04164,Retail,14,37661476,621905,12500763,631,4,0.52,10317115,Good,0
APP_04165,Retail,28,30448391,403133,19327251,529,1,0.59,16084433,Good,0
APP_04166,Retail,8,47959909,522124,38230414,588,4,0.3,28699801,Good,0
APP_04167,Tech,11,38144109,561204,28078002,714,2,0.53,30646000,Average,0
APP_04168,Trading,13,43780256,543483,24912380,705,1,0.63,21560359,Good,0
APP_04169,Services,23,43636384,395679,23910926,628,4,0.14,34399467,Good,0
APP_04170,Retail,29,2555192,29811,1171267,752,0,0.22,1068173,Good,0
APP_04171,Tech,25,12675365,121074,8281723,718,0,0.86,11480503,Average,1
APP_04172,Trading,13,29825357,286017,12064380,629,3,0.85,11462382,Good,0
APP_04173,Tech,13,11821069,143066,3718138,570,3,0.13,4607425,Good,0
APP_04174,Retail,20,43520413,363342,30060346,763,4,0.11,28148854,Good,0
APP_04175,Services,19,32508533,281369,8761646,655,4,0.36,6178555,Average,0
APP_04176,Retail,7,27829223,359203,15512385,657,1,0.13,20458391,Good,0
APP_04177,Services,24,20602961,303391,11335641,724,2,0.34,11417996,Good,0
APP_04178,Retail,16,4892356,54844,3224098,773,0,0.58,3439962,Good,0
APP_04179,Retail,11,7846452,127005,3858808,608,2,0.69,2753445,Average,0
APP_04180,Trading,9,44246466,606544,21265589,700,4,0.84,23155222,Good,0
APP_04181,Services,1,38733777,353442,19802213,752,2,0.73,22973149,Good,0
APP_04182,Tech,24,28766382,304533,10548653,694,1,0.61,14628055,Good,0
APP_04183,Trading,26,45252099,399366,35836693,425,2,0.48,32895889,Average,1
APP_04184,Retail,14,25358417,250147,18441950,544,1,0.18,25502254,Good,1
APP_04185,Retail,7,37216629,391254,11228658,505,3,0.38,15658788,Good,0
APP_04186,Tech,14,25754062,382726,7817904,712,4,0.27,11313392,Good,0
APP_04187,Retail,8,17757599,215559,9485738,595,2,0.2,10154092,Average,0
APP_04188,Trading,27,23517395,244369,18299518,547,3,0.55,15713148,Good,0
APP_04189,Services,10,38704026,347379,15460227,493,2,0.48,10710219,Good,0
APP_04190,Trading,1,33170394,291532,15936190,633,1,0.11,21597347,Good,0
APP_04191,Retail,17,9433082,108431,2323670,612,1,0.37,1710268,Good,0
APP_04192,Tech,24,21325956,292030,6401738,774,1,0.11,8114952,Good,0
APP_04193,Trading,23,45858401,640144,20398798,782,3,0.53,24548159,Average,0
APP_04194,Tech,1,22754149,293444,11093040,655,4,0.84,5659322,Average,0
APP_04195,Services,27,48645004,444210,27804040,657,0,0.51,14264362,Good,0
APP_04196,Manufacturing,10,43890244,390949,27125793,664,0,0.16,38926371,Good,0
APP_04197,Services,15,35267908,537387,16170252,692,2,0.69,16125464,Good,0
APP_04198,Retail,15,11748741,190641,8217824,656,0,0.31,6529371,Good,0
APP_04199,Manufacturing,19,13181991,203474,6154764,762,4,0.38,7748867,Good,0
APP_04200,Retail,15,38298960,351094,25523909,478,2,0.23,14154552,Good,1
APP_04201,Services,20,7326551,65744,4206303,781,3,0.47,3936125,Good,0
APP_04202,Tech,10,46948877,701393,35377567,824,4,0.39,25207900,Average,0
APP_04203,Tech,3,33040280,320173,14120911,661,3,0.2,9323582,Average,0
APP_04204,Tech,12,49167089,449985,29476559,644,0,0.78,26992691,Good,0
APP_04205,Trading,8,2841517,32650,589919,553,2,0.51,762927,Average,0
APP_04206,Retail,22,43166361,708482,19693333,600,3,0.41,14166076,Good,0
APP_04207,Tech,22,43301928,573711,28054489,468,4,0.58,33601304,Good,0
APP_04208,Retail,9,21543924,264194,5927714,468,4,0.28,3401529,Average,0
APP_04209,Retail,25,14793920,144958,4920024,640,1,0.19,3499424,Good,0
APP_04210,Manufacturing,14,49751549,533615,13847646,566,1,0.63,9088874,Good,0
APP_04211,Tech,10,12500075,108634,6301937,643,0,0.55,7829630,Good,0
APP_04212,Manufacturing,24,32148707,363292,14676413,586,0,0.34,20404371,Good,0
APP_04213,Retail,10,10828308,93584,4938576,667,4,0.74,5136310,Good,0
APP_04214,Services,18,3433339,39747,971969,528,1,0.26,1442995,Average,0
APP_04215,Tech,25,16411998,183956,8107347,683,4,0.58,9227530,Good,0
APP_04216,Manufacturing,17,3356234,40813,2203131,744,1,0.5,2823296,Good,0
APP_04217,Trading,29,4847813,78542,3796009,575,0,0.41,2552190,Average,0
APP_04218,Manufacturing,29,30148079,277885,15512173,745,2,0.77,18112841,Good,0
APP_04219,Trading,22,20730020,223971,8421038,585,0,0.51,7507662,Average,0
APP_04220,Services,15,19047275,252226,11299006,657,3,0.78,15278408,Good,0
APP_04221,Trading,6,980162,15786,241330,679,3,0.58,223498,Good,0
APP_04222,Services,4,49429240,712480,32421068,656,4,0.25,42334944,Poor,0
APP_04223,Tech,12,12297572,109867,4191311,386,4,0.41,5424882,Average,0
APP_04224,Trading,11,41377654,539683,10943305,622,0,0.77,10881039,Average,0
APP_04225,Manufacturing,4,16305702,203356,8153099,575,1,0.77,9106303,Average,0
APP_04226,Retail,16,41725862,578128,27483618,683,2,0.73,15067323,Good,0
APP_04227,Tech,2,48706685,732217,12686796,877,0,0.66,11406832,Good,0
APP_04228,Retail,4,44920216,709661,29331337,562,2,0.57,43644663,Good,0
APP_04229,Tech,26,37655014,414854,30029117,503,3,0.16,28647324,Good,1
APP_04230,Retail,16,17767798,154885,6176273,562,1,0.86,6509223,Good,0
APP_04231,Trading,4,19462359,209346,7451656,467,1,0.73,7852108,Poor,1
APP_04232,Manufacturing,6,28911806,355981,21896496,700,4,0.67,24359605,Good,1
APP_04233,Retail,28,25318641,241066,11203390,755,2,0.69,8313038,Good,0
APP_04234,Tech,26,38113666,545063,23827554,759,0,0.41,32521120,Good,0
APP_04235,Manufacturing,15,15264494,242338,7765031,662,4,0.41,3962630,Good,0
APP_04236,Services,3,37193419,354561,28441013,593,4,0.79,33904172,Good,0
APP_04237,Retail,26,49091258,725002,24261295,663,0,0.14,30580113,Good,0
APP_04238,Trading,21,35404222,440124,25226760,547,0,0.73,36387789,Poor,1
APP_04239,Retail,14,48141321,635423,24279752,732,0,0.6,21368474,Good,0
APP_04240,Manufacturing,13,38824698,583832,29749999,523,4,0.61,23050189,Average,1
APP_04241,Services,14,15896417,245103,10327395,694,4,0.49,13915239,Good,0
APP_04242,Trading,27,30679598,265708,15691414,465,3,0.71,8039161,Poor,1
APP_04243,Manufacturing,29,1874496,22828,408301,451,4,0.52,429014,Average,0
APP_04244,Trading,27,4035417,41476,1614743,510,2,0.6,828501,Good,0
APP_04245,Trading,13,42391360,527613,25279546,572,2,0.68,23023476,Average,0
APP_04246,Tech,21,28316161,378813,10197340,555,3,0.58,14481433,Average,0
APP_04247,Tech,17,36421528,562464,25773352,751,1,0.22,28671739,Good,0
APP_04248,Manufacturing,22,20245963,304440,10106506,746,4,0.46,14992978,Poor,0
APP_04249,Trading,5,15733433,236075,11371029,623,0,0.32,9954255,Good,0
APP_04250,Trading,28,33034598,447392,23657179,741,3,0.62,13115748,Average,1
APP_04251,Services,4,42597676,598340,15237518,746,4,0.63,9862764,Good,0
APP_04252,Tech,20,1776447,24607,514264,450,1,0.39,560369,Average,0
APP_04253,Tech,8,17504209,229010,11276527,637,4,0.77,14403580,Good,0
APP_04254,Manufacturing,19,43466119,427018,19416673,508,1,0.89,23622525,Average,1
